text,timestamp,fecha_legible,emocion,comment_length,word_count,bert_sentiment
Hola,1705089511,2024-01-12 14:58:31,entusiasmo,4,1,neutral
GaRza,1705086909,2024-01-12 14:15:09,entusiasmo,13,1,neutral
Yo estoy entre en primero y el segundo pero no sé cuál es mi tipo de piel,1705083264,2024-01-12 13:14:24,entusiasmo,73,17,neutral
Mejia,1705081720,2024-01-12 12:48:40,entusiasmo,15,1,neutral
Castro,1705079432,2024-01-12 12:10:32,entusiasmo,13,1,neutral
"Ya no tengo acné, pero tengo muchas marcas ¿tips?",1705070991,2024-01-12 09:49:51,entusiasmo,49,9,neutral
✌️✌️✌️,1705054749,2024-01-12 05:19:09,entusiasmo,6,1,positive
Ami me saco granos esa marca. Me funcionó avene,1705030083,2024-01-11 22:28:03,queja,47,9,neutral
Para piel seca/mixta con comedones cual recomiendas?,1705029677,2024-01-11 22:21:17,consulta,52,7,neutral
precios,1705024214,2024-01-11 20:50:14,entusiasmo,7,1,neutral
el del acne no les saco más granitos?,1705015090,2024-01-11 18:18:10,entusiasmo,37,8,neutral
donde esta esa tienda,1705009569,2024-01-11 16:46:09,entusiasmo,21,4,neutral
Di los precios,1705009518,2024-01-11 16:45:18,entusiasmo,14,3,neutral
donde los encuentros,1705007430,2024-01-11 16:10:30,entusiasmo,20,3,neutral
el de piel grasa con textura ahí dice para piel normal??,1705004670,2024-01-11 15:24:30,entusiasmo,57,11,neutral
Gracias por la información 🤗,1705004458,2024-01-11 15:20:58,entusiasmo,28,5,positive
"el cerave para piel mixta, saca granos? comfirmen",1704988493,2024-01-11 10:54:53,entusiasmo,49,8,neutral
Perdón tipos de hidratantes,1704980253,2024-01-11 08:37:33,entusiasmo,27,4,neutral
"Necesito un protector solar me recomiendas uno, estoy usando retinol",1704979527,2024-01-11 08:25:27,consulta,69,10,neutral
😁😁😁,1704947092,2024-01-10 23:24:52,entusiasmo,3,1,positive
cuál es bueno para mi,1704944598,2024-01-10 22:43:18,entusiasmo,29,5,positive
Tengo la cara muy grasa y también muchos puntos negro cuál me recomienda 😞,1704937382,2024-01-10 20:43:02,testimonio,74,14,negative
Me dio alergia 😭,1704935409,2024-01-10 20:10:09,entusiasmo,16,4,neutral
Disculpa cómo puedo utilizarlos? Por la noche o por la mañana?,1704932208,2024-01-10 19:16:48,entusiasmo,64,11,neutral
dónde puedo conseguir esos productos,1704931151,2024-01-10 18:59:11,testimonio,36,5,neutral
algún producto que recomiendes para los poros en la cara,1704928913,2024-01-10 18:21:53,entusiasmo,56,10,neutral
¿Sirven para desmaquillar?,1704925263,2024-01-10 17:21:03,entusiasmo,26,3,neutral
🤍ɞ,1704911551,2024-01-10 13:32:31,entusiasmo,4,1,neutral
Pero el azul dice que es para piel normal,1704904738,2024-01-10 11:38:58,entusiasmo,41,9,neutral
aquí en Brasil no existe ese,1704899340,2024-01-10 10:09:00,entusiasmo,28,6,neutral
😳,1704894375,2024-01-10 08:46:15,entusiasmo,1,1,neutral
donde lo puedo conseguir en córdoba aaaa,1704870804,2024-01-10 02:13:24,entusiasmo,40,7,neutral
puedo ponerme todas?😭,1704866410,2024-01-10 01:00:10,entusiasmo,22,3,neutral
Precio?,1704862467,2024-01-09 23:54:27,entusiasmo,7,1,neutral
que precio tiene,1704860842,2024-01-09 23:27:22,entusiasmo,16,3,neutral
Tengo la piel mixta pero me salen espinillas en el mentón cuál debo usar?,1704849795,2024-01-09 20:23:15,testimonio,73,14,neutral
donde las puedo conseguir?,1704849273,2024-01-09 20:14:33,entusiasmo,26,4,neutral
es carísimo pero es muy buena en verdad 😍,1704846810,2024-01-09 19:33:30,entusiasmo,41,9,positive
Donde lo venden,1704845710,2024-01-09 19:15:10,entusiasmo,15,3,neutral
solo para mujeres?,1704843266,2024-01-09 18:34:26,queja,18,3,neutral
Para la piel de 50 años,1704842390,2024-01-09 18:19:50,testimonio,23,6,neutral
cuánto vale el cerave,1704835708,2024-01-09 16:28:28,entusiasmo,21,4,neutral
donde lo venden los vende en farmacias díganme porfa,1704835626,2024-01-09 16:27:06,entusiasmo,52,9,neutral
precio,1704833263,2024-01-09 15:47:43,entusiasmo,6,1,neutral
Quiero esa crema,1704829920,2024-01-09 14:52:00,entusiasmo,16,3,neutral
pero xq. no dicen dnd se puede comprar,1704823178,2024-01-09 12:59:38,consulta,38,8,neutral
y como se k tipo de piel soy 😭,1704818585,2024-01-09 11:43:05,entusiasmo,30,9,neutral
"10 de 10, creo que vale la pena comprarlo precio razonable a otras marcas",1704818033,2024-01-09 11:33:53,testimonio,73,14,neutral
Y en cuanto a la misma crema??,1704816447,2024-01-09 11:07:27,entusiasmo,30,7,neutral
una pregunta es crema o jabón?,1704815994,2024-01-09 10:59:54,entusiasmo,30,6,neutral
Tv ASMR,1704807440,2024-01-09 08:37:20,entusiasmo,14,2,neutral
que sirve para la Mancha,1704798844,2024-01-09 06:14:04,entusiasmo,24,5,neutral
como sabes que tipo de piel eres,1704785150,2024-01-09 02:25:50,entusiasmo,32,7,neutral
eso va antes o después del agua micelar,1704784000,2024-01-09 02:06:40,entusiasmo,39,8,neutral
en Honduras hay🤔,1704782832,2024-01-09 01:47:12,entusiasmo,16,3,neutral
El verde me llenó de granos 😭,1704777008,2024-01-09 00:10:08,entusiasmo,29,7,neutral
Yo soy grasa y con acné 😭😭,1704776917,2024-01-09 00:08:37,entusiasmo,26,7,neutral
en dónde los puedo conseguir?,1704771599,2024-01-08 22:39:59,entusiasmo,29,5,neutral
donde consigo el cera ve más económico?,1704770148,2024-01-08 22:15:48,entusiasmo,39,7,neutral
Y uno q sea más económico?,1704760115,2024-01-08 19:28:35,entusiasmo,26,6,neutral
el cerave para piel seca por favor el precio?,1704759692,2024-01-08 19:21:32,entusiasmo,46,9,neutral
Una pregunta doña para quitar manchas en la cara cuál sería mejor porfa,1704754166,2024-01-08 17:49:26,satisfaccion,71,13,neutral
y es apto para menores de edad? 🥺,1704753028,2024-01-08 17:30:28,entusiasmo,33,8,neutral
donde se compran?,1704749298,2024-01-08 16:28:18,entusiasmo,17,3,neutral
es normal que el acne control me saque más granos?,1704743815,2024-01-08 14:56:55,entusiasmo,50,10,neutral
Olivo,1704737719,2024-01-08 13:15:19,entusiasmo,13,1,neutral
"dónde se puede comprar, alguien sabe",1704734749,2024-01-08 12:25:49,consulta,37,6,neutral
cerave eh escuchado que saca granos,1704728894,2024-01-08 10:48:14,entusiasmo,35,6,neutral
y el limpiador en aceite espumoso hidratante??,1704726918,2024-01-08 10:15:18,entusiasmo,46,7,neutral
Cuanto cuesta,1704726397,2024-01-08 10:06:37,entusiasmo,13,2,neutral
Me gusta mucho el primero producto 😍,1704724733,2024-01-08 09:38:53,entusiasmo,36,7,positive
cómo se cual es mi tipo de piel 🙏,1704723925,2024-01-08 09:25:25,entusiasmo,33,9,neutral
que crema se utiliza para eliminar los granitos???,1704721963,2024-01-08 08:52:43,entusiasmo,50,8,neutral
que crema es para lod granitos,1704721946,2024-01-08 08:52:26,entusiasmo,30,6,neutral
Si tengo piel grasa pero con comedones y Rosáceas cual debo usar?,1704697960,2024-01-08 02:12:40,entusiasmo,65,12,neutral
Use el segundo y daño mi cara 😩😩,1704696169,2024-01-08 01:42:49,confusion,32,8,negative
El azul fuerte para que es? Alguien sabe?,1704693613,2024-01-08 01:00:13,entusiasmo,41,8,neutral
Y el que dice control imperfecciones?,1704691758,2024-01-08 00:29:18,entusiasmo,37,6,neutral
👍,1704691326,2024-01-08 00:22:06,entusiasmo,1,1,positive
Que pasa si uso la verde y la azul para acné?😩,1704691128,2024-01-08 00:18:48,entusiasmo,46,11,neutral
tengo puntos negros en la nariz piel sensible cual me recomiendas,1704689493,2024-01-07 23:51:33,consulta,65,11,neutral
dónde lo venden?,1704684037,2024-01-07 22:20:37,entusiasmo,16,3,neutral
tengobdermatitis topica cual me recomiendas gracias,1704679812,2024-01-07 21:10:12,consulta,51,6,neutral
A mi me saca muchos puntos negros y acné,1704679612,2024-01-07 21:06:52,entusiasmo,40,9,neutral
se consigue en venezuela,1704675583,2024-01-07 19:59:43,entusiasmo,24,4,neutral
hay un cerave con aceite para sirve,1704668516,2024-01-07 18:01:56,entusiasmo,35,7,neutral
Como puedo saber que tipo de piel soy?,1704665170,2024-01-07 17:06:10,entusiasmo,38,8,neutral
Yo compro el primero pero me daña mi cara 😫no sé que hago con ella 🤦🏻‍♂️,1704664819,2024-01-07 17:00:19,entusiasmo,72,16,negative
dónde encuentro esa crema aquí en Ecuador,1704663885,2024-01-07 16:44:45,entusiasmo,41,7,neutral
😳😳😳,1704663767,2024-01-07 16:42:47,entusiasmo,3,1,neutral
y si tengo piel grasa con acne,1704661819,2024-01-07 16:10:19,entusiasmo,30,7,neutral
si tengo piel grasosa sensible y con acné:v??,1704649746,2024-01-07 12:49:06,entusiasmo,45,8,neutral
Uso uno similar pero Cetaphil para piel grasa. Si les va bien con CeraVe?,1704646128,2024-01-07 11:48:48,entusiasmo,73,14,neutral
cual que sirve para quitar piel de gallina,1704644790,2024-01-07 11:26:30,entusiasmo,42,8,neutral
Ya probé todos los limpiadores y son una 💩 no ayudan en nada la verdad,1704639560,2024-01-07 09:59:20,entusiasmo,70,15,negative
según yo el azul es para el primero o segundo y el verde agua es para piel grasa,1704623410,2024-01-07 05:30:10,entusiasmo,80,18,neutral
"Quien sabe,tengo micha y micha un lado seco y el otro normal",1704622641,2024-01-07 05:17:21,entusiasmo,60,12,neutral
osea todos nesesito todos,1704610745,2024-01-07 01:59:05,entusiasmo,25,4,neutral
🦁 me compras amor,1704603224,2024-01-06 23:53:44,entusiasmo,24,4,neutral
yo tengo el primer jabón u muy buena,1704598085,2024-01-06 22:28:05,entusiasmo,36,8,neutral
Hola yo me ise un lacer cow puedo utilizar estas xk se me acabo mi jabón medicado en líquido xfa repondeme xk mis porros están muy abierrtos,1704597551,2024-01-06 22:19:11,entusiasmo,140,27,neutral
"en donde se compran esos limpiadores, por parte de colombia",1704591474,2024-01-06 20:37:54,entusiasmo,59,10,neutral
pero en un video que vi de el dermatologo Scarano decía que el cerave foaming facial cleanser es para piel grasa,1704590563,2024-01-06 20:22:43,entusiasmo,119,21,neutral
disponible en ecuador 🤔🤔🤔,1704586801,2024-01-06 19:20:01,entusiasmo,25,4,neutral
Y piel grasa con acné?,1704585455,2024-01-06 18:57:35,entusiasmo,22,5,neutral
en Ecuador cual es el costo alguien sabe???,1704579348,2024-01-06 17:15:48,entusiasmo,44,8,neutral
😩💘,1704576834,2024-01-06 16:33:54,entusiasmo,11,1,positive
👑,1704574268,2024-01-06 15:51:08,entusiasmo,14,1,neutral
ayúdame porfavor 🙏 y para piel con rosácea??,1704572042,2024-01-06 15:14:02,entusiasmo,44,8,positive
y que es textura 😅,1704570912,2024-01-06 14:55:12,entusiasmo,18,5,neutral
pero este limpiador sirve para personas de 17 años?,1704564544,2024-01-06 13:09:04,testimonio,51,9,neutral
dónde compro,1704562831,2024-01-06 12:40:31,entusiasmo,12,2,neutral
y si tengo piel grasa pero ni tengo brotes de acné y puntos negros cual compro?,1704558871,2024-01-06 11:34:31,entusiasmo,79,16,neutral
cual hermna el.ultimo verdad,1704556933,2024-01-06 11:02:13,entusiasmo,32,4,neutral
Todo esté tiempo estuve usando el de piel seca y soy piel grasa AAAAAAA,1704536002,2024-01-06 05:13:22,entusiasmo,71,14,neutral
No a mi el limpiador de ceraVe me saco muchos granitos mi piel estaba perfecta hasta que use ese limpiados,1704534351,2024-01-06 04:45:51,confusion,106,20,neutral
muy bueno para piel grasosa🥰,1704533278,2024-01-06 04:27:58,entusiasmo,28,5,positive
cómo es la piel mixta? disculpen la ignorancia xd,1704512181,2024-01-05 22:36:21,entusiasmo,49,9,neutral
Cuenta 12$ dólares 💵 o las más grande 15$ dólares,1704509425,2024-01-05 21:50:25,entusiasmo,49,10,neutral
"Creo que el primero es el que se usa para piel grasa, ese uso yo. Y ahí lo dice",1704506158,2024-01-05 20:55:58,entusiasmo,79,19,neutral
Cual para piel de gallina,1704505532,2024-01-05 20:45:32,entusiasmo,25,5,neutral
Rodriguez,1704500811,2024-01-05 19:26:51,entusiasmo,16,1,neutral
ayuda a quitar los puntitos Negros?,1704500360,2024-01-05 19:19:20,entusiasmo,35,6,neutral
ya se todo eso pero dónde compro una😭😭???? *soy hombre xd,1704499544,2024-01-05 19:05:44,entusiasmo,57,11,neutral
Es para desmaquillar??,1704499104,2024-01-05 18:58:24,entusiasmo,22,3,neutral
se lava día y noche o en la tarde también?,1704496002,2024-01-05 18:06:42,entusiasmo,42,10,neutral
En panama cuánto vale? Alguien lo ha comprado?,1704495353,2024-01-05 17:55:53,entusiasmo,47,8,neutral
"Yo tengo piel grasa, cada vez que despierto parece que me embarrado un litro de bloqueador",1704495110,2024-01-05 17:51:50,entusiasmo,90,16,neutral
"Yo tengo una piel rara, unas veces reseca otras grasa ya ni se 🥺😅😅",1704489764,2024-01-05 16:22:44,entusiasmo,66,14,positive
dónde la conseguiste por qué yo no la e conseguido,1704484804,2024-01-05 15:00:04,entusiasmo,50,10,neutral
buenas tarde piel grasosa y acne que precio,1704481267,2024-01-05 14:01:07,entusiasmo,43,8,neutral
El acne control es el mismo que el se llama blemish control cleanser?? Grax,1704479811,2024-01-05 13:36:51,entusiasmo,75,14,neutral
Yo uso el verde creo que si función,1704475835,2024-01-05 12:30:35,entusiasmo,35,8,neutral
precio?? y en qué lugar lo encuentro??,1704474077,2024-01-05 12:01:17,entusiasmo,39,7,neutral
tengo piel sensible servirá también si tengo un poquito de acné también?,1704467663,2024-01-05 10:14:23,entusiasmo,72,12,neutral
"puedo usar el ""acné control"" siendo piel mixta?",1704457228,2024-01-05 07:20:28,testimonio,47,8,neutral
Yo use el primero y lo amo me deja la piel blanca sin suciedad 😻,1704441742,2024-01-05 03:02:22,testimonio,64,15,neutral
compré el equivocado 😩 gracias por la información 🙏🏻,1704438067,2024-01-05 02:01:07,entusiasmo,52,9,positive
viral,1704431595,2024-01-05 00:13:15,entusiasmo,13,1,neutral
donde lo consigo,1704428363,2024-01-04 23:19:23,entusiasmo,16,3,neutral
Alguno para piel mixta sensible?,1704409964,2024-01-04 18:12:44,entusiasmo,32,5,neutral
Yo tengo acné y no se si mi piel es sensible 😭,1704403649,2024-01-04 16:27:29,entusiasmo,46,12,neutral
precio?😢 para piel grasa con textura,1704401805,2024-01-04 15:56:45,entusiasmo,36,6,negative
Por qué la de renewing en el tarro dice piel normal y dices piel grasa?,1704401630,2024-01-04 15:53:50,entusiasmo,71,15,neutral
donde los puedo conseguir,1704397791,2024-01-04 14:49:51,entusiasmo,25,4,neutral
donde se puede comprar eso,1704397308,2024-01-04 14:41:48,consulta,26,5,neutral
Alguien podría decirme dónde puedo encontrar el d piel grasa con textura. Soy de Guatemala,1704393918,2024-01-04 13:45:18,entusiasmo,90,15,neutral
Gigi,1704392403,2024-01-04 13:20:03,entusiasmo,8,1,neutral
"si tengo cara grasa, piel sensible y con acné cuál me recomiendan?",1704387579,2024-01-04 11:59:39,entusiasmo,66,12,neutral
Muñoz Alva necesito para mis puntos negros,1704387065,2024-01-04 11:51:05,entusiasmo,51,7,neutral
precio por favor,1704385126,2024-01-04 11:18:46,entusiasmo,16,3,neutral
^^,1704378142,2024-01-04 09:22:22,entusiasmo,9,1,neutral
yo quiero comprar para venta,1704373438,2024-01-04 08:03:58,consulta,28,5,neutral
Donde los encuentro,1704368863,2024-01-04 06:47:43,entusiasmo,19,3,neutral
¿pero son amables con los animalitos o con el medio ambiente? 😟,1704359092,2024-01-04 04:04:52,entusiasmo,63,12,neutral
es exclusivo para cara???,1704343496,2024-01-03 23:44:56,entusiasmo,26,4,neutral
en colombia donde la consigo,1704341496,2024-01-03 23:11:36,entusiasmo,28,5,neutral
donde se puede encontrar,1704336245,2024-01-03 21:44:05,entusiasmo,24,4,neutral
el verde claro es para limpiar el maquillaje bueno eso me dijo el dermatólogo que solo pa eso sirve,1704326905,2024-01-03 19:08:25,queja,99,19,neutral
si tengo piel grasa y pocos granitos cual debería comprar?,1704315771,2024-01-03 16:02:51,consulta,58,10,neutral
para cuando tengamos plata para comprar 😻,1704314140,2024-01-03 15:35:40,consulta,57,7,neutral
😳😳😳,1704312927,2024-01-03 15:15:27,entusiasmo,3,1,neutral
😂😂😂,1704312924,2024-01-03 15:15:24,entusiasmo,3,1,neutral
y como averiguo que clase de piel tengo?,1704309835,2024-01-03 14:23:55,entusiasmo,40,8,neutral
pero estás cremas es para la cara o el cuerpo?,1704306949,2024-01-03 13:35:49,entusiasmo,46,10,neutral
dónde se consigue en Medellín?,1704304669,2024-01-03 12:57:49,entusiasmo,30,5,neutral
A mi me saco más granitos,1704298318,2024-01-03 11:11:58,entusiasmo,25,6,neutral
a mi me salio acné con Cerave así que un jabón neutro fue mi solución,1704295662,2024-01-03 10:27:42,entusiasmo,69,15,neutral
"Mi piel si no me pongo nada se torna ceniza en algunas partes, y si tengo calor se pone grasosa. Quien sabe cómo es mi piel?🥺",1704285207,2024-01-03 07:33:27,entusiasmo,125,26,neutral
Uso el último y me va genial. Pero creo que de vez en cuando utilizaría también el de Piel Grasa con Textura 🤔,1704282742,2024-01-03 06:52:22,entusiasmo,110,23,neutral
mi piel es normal pero en mi nariz es grasosa tengo puntitos negros cual debería usar diganme porfi,1704270727,2024-01-03 03:32:07,testimonio,99,18,neutral
El primero me funciona súper lo amo🥰,1704264795,2024-01-03 01:53:15,queja,36,7,positive
si tengo piel con tendencia a acné y también piel grasosa cual elijo?,1704243377,2024-01-02 19:56:17,entusiasmo,70,13,neutral
para cerrar poros esta bien el de piel grasa con textura?,1704235920,2024-01-02 17:52:00,frustracion,58,11,neutral
se puede usar dos?,1704229203,2024-01-02 16:00:03,testimonio,19,4,neutral
como se usa,1704227415,2024-01-02 15:30:15,entusiasmo,11,3,neutral
🥰🥰🥰,1704224553,2024-01-02 14:42:33,entusiasmo,3,1,positive
😳😳😳,1704224547,2024-01-02 14:42:27,entusiasmo,3,1,neutral
cuántos cuesta la cerave,1704207091,2024-01-02 09:51:31,entusiasmo,24,4,neutral
y el oil?,1704183423,2024-01-02 03:17:03,entusiasmo,9,3,neutral
cómo puede saber q tipo de piel tengo?,1704182249,2024-01-02 02:57:29,entusiasmo,38,8,neutral
en México donde las puedo conseguir?,1704177334,2024-01-02 01:35:34,entusiasmo,36,6,neutral
puedo tener piel seca con textura?,1704131909,2024-01-01 12:58:29,entusiasmo,34,6,neutral
quería comprar uno de esos para mi cara pero estan bien caros,1704112870,2024-01-01 07:41:10,consulta,61,12,neutral
"Yo tengo piel grasa y sensible, cuál debo usar?",1704047279,2023-12-31 13:27:59,testimonio,47,9,neutral
Cual me recomendaría piel grasa y poros abiertos,1704024440,2023-12-31 07:07:20,entusiasmo,48,8,neutral
Y realmente son buenos los Cerave para la cara?,1704006850,2023-12-31 02:14:10,entusiasmo,47,9,neutral
Yo simplemente quiero saber qué es lo que me sirve mejor si tengo piel normal,1704000332,2023-12-31 00:25:32,satisfaccion,77,15,neutral
Yo tengo cara grasosa y acné Cual debo usar porfaa,1703984625,2023-12-30 20:03:45,testimonio,50,10,neutral
tons yo nesecito los dos ultimos😔,1703982258,2023-12-30 19:24:18,entusiasmo,33,6,neutral
yo compré el último por qué según yo soy de piel grasa y me sacó un chiiingo de granos 😐 quedé 🤡,1703977418,2023-12-30 18:03:38,entusiasmo,96,22,neutral
Camila,1703972603,2023-12-30 16:43:23,entusiasmo,15,1,neutral
asu ya me paltee no sé cuál usar,1703968529,2023-12-30 15:35:29,testimonio,32,8,neutral
Hola cuanto me cuesta el cera ve,1703966703,2023-12-30 15:05:03,entusiasmo,32,7,neutral
Para Manchas y arrugas,1703960737,2023-12-30 13:25:37,entusiasmo,22,4,neutral
Los dermatólogos mandan a usar cerave pero tiene un riesgo de cancer mejor es cetaphil,1703956028,2023-12-30 12:07:08,testimonio,86,15,neutral
algo para el acné,1703950369,2023-12-30 10:32:49,entusiasmo,17,4,neutral
Y si tienes piel mixta??,1703932304,2023-12-30 05:31:44,entusiasmo,24,5,neutral
@🦚,1703915214,2023-12-30 00:46:54,entusiasmo,2,1,neutral
es verdad q saca más granitos por el efecto de purga?,1703877004,2023-12-29 14:10:04,entusiasmo,53,11,neutral
y el precio de esos productos en dólares cuánto es....?,1703862900,2023-12-29 10:15:00,testimonio,56,10,neutral
Qué tal es cetaphil? Siento que limpia más que cerave,1703858468,2023-12-29 09:01:08,entusiasmo,53,10,neutral
Puedo usar el último que salió el de ácido salicílico y combinarlo con mi niacinamida y después con retinol?,1703838124,2023-12-29 03:22:04,testimonio,109,19,neutral
@⚡KEVINM.GAMARRA⚡,1703825681,2023-12-28 23:54:41,entusiasmo,17,1,neutral
"Yo quiero para piel grasa y poros abiertos, ¿cual debo comprar?",1703823046,2023-12-28 23:10:46,consulta,63,11,neutral
😳😳😳,1703822502,2023-12-28 23:01:42,entusiasmo,3,1,neutral
y para la piel con psoriasis no ahy,1703821447,2023-12-28 22:44:07,entusiasmo,35,8,neutral
Noooo yo siempre eh usado el 1 pero compre el 3 pensando que era exfoleante 😭😭😭,1703821293,2023-12-28 22:41:33,entusiasmo,79,16,negative
gracias amiguita hermosa ❤️,1703817512,2023-12-28 21:38:32,entusiasmo,27,4,positive
"y el cerave que dice ""gel espumoso"" para que tipo de piel es?",1703815786,2023-12-28 21:09:46,entusiasmo,61,13,neutral
"Hola,para piel grasa asfictica?",1703814827,2023-12-28 20:53:47,entusiasmo,31,4,neutral
entrega en Guatemala,1703812402,2023-12-28 20:13:22,entusiasmo,20,3,neutral
Morales,1703808493,2023-12-28 19:08:13,entusiasmo,15,1,neutral
si tengo piel seca pero en mi nariz soy mas piel grasa significa que soy piel mixta?,1703806968,2023-12-28 18:42:48,entusiasmo,84,17,neutral
dónde se compra eso (soy de Perú),1703790174,2023-12-28 14:02:54,entusiasmo,33,7,neutral
una para las arrugas,1703787036,2023-12-28 13:10:36,entusiasmo,20,4,neutral
en Perú donde lo venden,1703784815,2023-12-28 12:33:35,entusiasmo,23,5,neutral
𝐘𝐨 𝐭𝐞𝐧𝐠𝐨 𝐠𝐫𝐚𝐬𝐚 𝐞𝐧 𝐭𝐨𝐝𝐨 𝐞𝐥 𝐫𝐨𝐬𝐭𝐫𝐨 𝐦𝐚𝐬 𝐞𝐧 𝐥𝐚 𝐟𝐫𝐞𝐧𝐭𝐞 𝐲 𝐧𝐚𝐫𝐢𝐳,1703774515,2023-12-28 09:41:55,entusiasmo,57,13,neutral
"Ayuda necesito la combinación del acné, la de la piel grasa y la de la piel seca pq mi frente es grasa pero lo demás está muy seco aparte tengo acné😭",1703772379,2023-12-28 09:06:19,entusiasmo,149,31,neutral
Forero,1703770039,2023-12-28 08:27:19,entusiasmo,16,1,neutral
El serave control acné es para piel grasa?,1703766397,2023-12-28 07:26:37,entusiasmo,43,8,neutral
Entonces cual es la diferencia entre el tercero y el cuarto? 😳,1703765937,2023-12-28 07:18:57,entusiasmo,62,12,neutral
Fabian,1703748625,2023-12-28 02:30:25,entusiasmo,16,1,neutral
Esos cada cuando se usan?,1703745899,2023-12-28 01:44:59,entusiasmo,25,5,neutral
cual de estos sera bueno para adolescentes que comienzan con brotes?,1703740061,2023-12-28 00:07:41,entusiasmo,68,11,neutral
"yo tengo piel mixta con granos, cual es mejor para mi?😭",1703739914,2023-12-28 00:05:14,satisfaccion,55,11,neutral
"Tengo la piel muy seca con granos y puntos negros, cual es recomendable sin que me haga más granos?",1703738130,2023-12-27 23:35:30,entusiasmo,99,19,neutral
En Argentina no las encuentro😫,1703726908,2023-12-27 20:28:28,entusiasmo,30,5,negative
precio del gel espumoso,1703726536,2023-12-27 20:22:16,entusiasmo,23,4,neutral
esto es algún jabón o que es?,1703722485,2023-12-27 19:14:45,entusiasmo,29,7,neutral
para piel con rosácea y piel grasosa?,1703721658,2023-12-27 19:00:58,entusiasmo,37,7,neutral
y como se usan? tengo acné y soy piel grasa a mixta,1703715785,2023-12-27 17:23:05,entusiasmo,51,12,neutral
Solano,1703712562,2023-12-27 16:29:22,entusiasmo,15,1,neutral
el precio de cada uno de ellos??,1703709691,2023-12-27 15:41:31,entusiasmo,33,7,neutral
"para piel grasa, poros grandes y un poco acne, cual me recomiendas?",1703707001,2023-12-27 14:56:41,consulta,67,12,neutral
para quitar manchitas de granitos cuál sería,1703696526,2023-12-27 12:02:06,entusiasmo,44,7,neutral
"yo tengo piel mixta con poros grandes y puntos, cuál podría usar?",1703696096,2023-12-27 11:54:56,testimonio,65,12,neutral
"sii pero dónde lo consigo?, en una farmacia?",1703685385,2023-12-27 08:56:25,entusiasmo,44,8,neutral
"Hola soy nuevo en esto y me están saliendo granitos, con el puro limpiador es suficiente o ocupo mas cosas? Alguien me puede ayudar soy piel grasa, poros abiertos, puntos negros y poquitos granitos",1703678072,2023-12-27 06:54:32,entusiasmo,197,34,neutral
Si tengo piel grasa con poros descubiertos y con acné debería de ocupar las 2 últimas?,1703664855,2023-12-27 03:14:15,entusiasmo,86,16,neutral
"holaa!, necesito ayuda😿, quiero comprar un limpiador para piel con acné pero estoy entre 2 el que se muestra aquí y está otro que se llama ""BLEMISH CONTROL CLEANSER"" cuál es mejor?😿",1703661354,2023-12-27 02:15:54,consulta,181,32,neutral
con lo barato q me sale😍,1703659322,2023-12-27 01:42:02,entusiasmo,24,6,positive
Cómo se aplica?,1703654017,2023-12-27 00:13:37,entusiasmo,15,3,neutral
"si tengo brotes, con piel grasa y soy alérgica al acido salicílico... ¿cuál uso?",1703650748,2023-12-26 23:19:08,entusiasmo,80,14,neutral
los quiero como hago para hacer el pedido,1703649634,2023-12-26 23:00:34,queja,41,8,neutral
"a partir de qué edad se puede usar, mi hijo tiene 15 años",1703646671,2023-12-26 22:11:11,testimonio,58,13,neutral
xfabor ayúdeme q me recomienda para los poros negros y arrugas y para un buen rejuvenecimiento,1703645903,2023-12-26 21:58:23,testimonio,94,16,neutral
más información,1703644837,2023-12-26 21:40:37,entusiasmo,15,2,neutral
Yo compré el primero que mostró y me sacó granos y lo dejé de usar,1703644620,2023-12-26 21:37:00,testimonio,66,15,neutral
Entonces eso te lo pones y lo lavas con agua,1703640701,2023-12-26 20:31:41,entusiasmo,44,10,neutral
y yo pa saber que tipo de piel tengo,1703635088,2023-12-26 18:58:08,entusiasmo,36,9,neutral
si tengo queratosis pilaris cual tengo que usar,1703635040,2023-12-26 18:57:20,entusiasmo,55,8,neutral
precio,1703634173,2023-12-26 18:42:53,entusiasmo,6,1,neutral
yo compre el primero y necesito el último 😹,1703626224,2023-12-26 16:30:24,entusiasmo,43,9,neutral
"quiero comprar Eucerin antipigment para las ojeras, me lo recomiendan?",1703624591,2023-12-26 16:03:11,consulta,70,10,neutral
Mi piel es súper grasa todo mi rostro cuál sería el que debo utilizar no tengo granos ni nada solo grasa,1703622217,2023-12-26 15:23:37,queja,104,21,neutral
cómo que 400 varos,1703616495,2023-12-26 13:48:15,entusiasmo,18,4,neutral
"dónde lo puedo comprar?? no lo encuentro 😔😔😔 ya no puedo con el acné, y cada vez soy más inseguro de mi mismo ayudaaaaa😔",1703611768,2023-12-26 12:29:28,entusiasmo,120,24,negative
dónde lo puedo comprar en Guayaquil ecuador,1703609411,2023-12-26 11:50:11,consulta,43,7,neutral
Buenisiiiimooo gracias,1703601814,2023-12-26 09:43:34,entusiasmo,22,2,neutral
donde se puede conseguir,1703593835,2023-12-26 07:30:35,entusiasmo,24,4,neutral
solo me puedo poner 1 o 2 también?,1703586725,2023-12-26 05:32:05,queja,34,8,neutral
"pregunta,saben en cuáles tiendas las venden",1703579972,2023-12-26 03:39:32,entusiasmo,44,6,neutral
Y si tengo piel grasa con acné alguien sabe cual me sirve,1703573610,2023-12-26 01:53:30,entusiasmo,57,12,neutral
